TITULO_ORIGINAL,TITULO_BRASIL,RAZAO_SOCIAL_DISTRIBUIDORA,PAIS_OBRA,PUBLICO,ANO,PART_PATRIMONIAL_BRASILEIRA,ACORDO_COPRODUCAO,OBRA_PUBLICITARIA
TOMORROW X TOGETHER WORLD TOUR ACT: SWEET MIRAGE IN LA : LIVE VIEWING,TOMORROW X TOGETHER TURNE MUNDIAL ACT: SWEET MIRAGE EM LA - AO VIVO,CINECOLOR DO BRASIL LTDA,CORÉIA DO SUL,8054,2023,NÃO SE APLICA,NÃO SE APLICA,SIM
TOMORROWLAND,TOMORROWLAND: UM LUGAR ONDE NADA É IMPOSSÍVEL,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,626456,2015,NÃO SE APLICA,NÃO SE APLICA,SIM
TONI ERDMANN,TONI ERDMANN,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ÁUSTRIA,22483,"2016, 2017, 2018",NÃO SE APLICA,NÃO SE APLICA,SIM
TOP GIRL ODER LA DÉFORMATION PROFESSIONNELLE,TOP GIRL OU A DEFORMAÇÃO PROFISSIONAL,OMF SERVICOS & CONSULTORIA LTDA,ALEMANHA,2126,2015,NÃO SE APLICA,NÃO SE APLICA,SIM
TOP GUN,TOP GUN,CINEMARK BRASIL S.A,ESTADOS UNIDOS,3459,2015,NÃO SE APLICA,NÃO SE APLICA,SIM
TOP GUN: MAVERICK,TOP GUN: MAVERICK,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,CHINA,5065250,"2022, 2023, 2024",NÃO SE APLICA,NÃO SE APLICA,SIM
TORNERANNO I PRATI,OS CAMPOS VOLTARÃO,"MOSTRA DE CINEMA, CULTURA E EVENTOS LTDA",ITÁLIA,1765,"2016, 2018",NÃO SE APLICA,NÃO SE APLICA,SIM
TORO,TORO,CINEMATOGRÁFICA POLIFILMES LTDA-ME,BRASIL,102,"2016, 2017",TOTAL,NÃO SE APLICA,SIM
TORQUATO NETO - TODAS AS HORAS DO FIM,TORQUATO NETO - TODAS AS HORAS DO FIM,VITRINE FILMES LTDA,BRASIL,9429,"2018, 2019, 2020",TOTAL,NÃO SE APLICA,SIM
TORRE DAS DONZELAS,TORRE DAS DONZELAS,ELO AUDIOVISUAL SERVIÇOS LTDA,BRASIL,6424,2019,TOTAL,NÃO SE APLICA,NÃO
TOUR DE FRANCE,TOUR DE FRANCE,BONFILM PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA,FRANÇA,7871,"2017, 2018",NÃO SE APLICA,NÃO SE APLICA,SIM
TOUT LE MONDE AIME JEANNE,TODO MUNDO AMA JEANNE,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,1125,2024,NÃO SE APLICA,NÃO SE APLICA,SIM
TOUT LE MONDE DEBOUT,DE CARONA PARA O AMOR,ANTONIO FERNANDES FILMES LTDA,FRANÇA,7206,2018,NÃO SE APLICA,NÃO SE APLICA,SIM
TOUT S'EST BIEN PASSÉ,ESTÁ TUDO BEM,ANTONIO FERNANDES FILMES LTDA,BÉLGICA,2992,2022,NÃO SE APLICA,NÃO SE APLICA,SIM
TOUTE PREMIÈRE FOIS,BEIJEI UMA GAROTA,ANTONIO FERNANDES FILMES LTDA,FRANÇA,6129,2015,NÃO SE APLICA,NÃO SE APLICA,SIM
TOY STORY,TOY STORY,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,4074,"2015, 2016, 2023",NÃO SE APLICA,NÃO SE APLICA,SIM
TOY STORY 2,TOY STORY 2,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,2517,2015,NÃO SE APLICA,NÃO SE APLICA,SIM
TOY STORY 4,TOY STORY 4,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,7955946,"2019, 2020, 2021",NÃO SE APLICA,NÃO SE APLICA,SIM
TPM! MEU AMOR,TPM! MEU AMOR,GALERIA DISTRIBUIDORA AUDIOVISUAL LTDA,BRASIL,530,2023,TOTAL,NÃO SE APLICA,NÃO
TRABALHAR CANSA,TRABALHAR CANSA,CINEMATOGRÁFICA POLIFILMES LTDA-ME,BRASIL,172,2015,TOTAL,NÃO SE APLICA,NÃO
TRAFFIK,TRAFFIK – LIBERDADE ROUBADA,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,2404,2018,NÃO SE APLICA,NÃO SE APLICA,SIM
TRAGO COMIGO,TRAGO COMIGO,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,BRASIL,3023,2016,TOTAL,NÃO SE APLICA,NÃO
TRAIN TO BUSAN,INVASÃO ZUMBI,SM DISTRIBUIDORA DE FILMES LTDA,CORÉIA DO SUL,425446,"2016, 2017",NÃO SE APLICA,NÃO SE APLICA,SIM
TRAIN TO BUSAN PRESENTS: PENINSULA,INVASÃO ZUMBI 2: PENÍNSULA,SM DISTRIBUIDORA DE FILMES LTDA,CORÉIA DO SUL,96092,"2020, 2021",NÃO SE APLICA,NÃO SE APLICA,SIM
TRAINSPOTTING,TRAINSPOTTING - SEM LIMITES,CINEMARK BRASIL S.A,REINO UNIDO,2896,2016,NÃO SE APLICA,NÃO SE APLICA,SIM
TRAITOR,O TRAIDOR,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,ESTADOS UNIDOS,3,2022,NÃO SE APLICA,NÃO SE APLICA,SIM
TRALALA,TRALALA,BONFILM PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA,FRANÇA,233,2022,NÃO SE APLICA,NÃO SE APLICA,SIM
TRAMPOLIM DO FORTE,TRAMPOLIM DO FORTE,PIPA NATIVA PRODUÇÃO CULTURAL LTDA,BRASIL,625,2014,TOTAL,NÃO SE APLICA,SIM
TRANSCENDENCE,TRANSCENDENCE: A REVOLUÇÃO,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,REINO UNIDO,302035,2014,NÃO SE APLICA,NÃO SE APLICA,SIM
TRANSE,TRANSE,LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA,BRASIL,1383,2024,TOTAL,NÃO SE APLICA,SIM
TRANSE,TRANSE,VEREDA FILMES LTDA,BRASIL,20,2024,TOTAL,NÃO SE APLICA,SIM
TRANSFORMERS ONE,TRANSFORMERS - O INÍCIO,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,200317,2024,NÃO SE APLICA,NÃO SE APLICA,SIM
TRANSFORMERS: AGE OF EXTINCTION,"TRANSFORMERS: ERA DA EXTINÇÃO, A",PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,CHINA,4589324,"2014, 2015, 2016",NÃO SE APLICA,NÃO SE APLICA,SIM
TRANSFORMERS: RISE OF THE BEASTS,TRANSFORMERS: O DESPERTAR DAS FERAS,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,1373775,2023,NÃO SE APLICA,NÃO SE APLICA,SIM
TRANSFORMERS: THE LAST KNIGHT,TRANSFORMERS: O ÚLTIMO CAVALEIRO,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,2861667,"2017, 2018",NÃO SE APLICA,NÃO SE APLICA,SIM
TRANSIT,EM TRÂNSITO,OMF SERVICOS & CONSULTORIA LTDA,ALEMANHA,774,2019,NÃO SE APLICA,NÃO SE APLICA,SIM
TRANSVERSAIS,TRANSVERSAIS,DEBERTON FILMES E PRODUCOES LTDA,BRASIL,477,2022,TOTAL,NÃO SE APLICA,SIM
TRAP,ARMADILHA,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,241618,2024,NÃO SE APLICA,NÃO SE APLICA,SIM
TRASH,TRASH,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,BRASIL,259283,"2014, 2015",MINORITÁRIA,ACORDO DE COPRODUÇÃO CINEMATOGRÁFICA BRASIL-ALEMANHA,NÃO
TRAVESSIA,TRAVESSIA,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,BRASIL,4580,2017,TOTAL,NÃO SE APLICA,NÃO
TRAVESSIAS,TRAVESSIAS,SIRINO E SILVESTRE LTDA-ME,BRASIL,15626,2016,TOTAL,NÃO SE APLICA,NÃO
TRAÇÃO,TRAÇÃO,CINECOLOR DO BRASIL LTDA,BRASIL,1147,2023,TOTAL,NÃO SE APLICA,SIM
TRE PIANI,TRE PIANI,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,7866,"2022, 2023",NÃO SE APLICA,NÃO SE APLICA,SIM
TRIANGLE OF SADNESS,TRIÂNGULO DA TRISTEZA,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ALEMANHA,50725,2023,NÃO SE APLICA,NÃO SE APLICA,SIM
TRINTA,TRINTA,FOX FILM DO BRASIL LTDA,BRASIL,21811,"2014, 2015",TOTAL,NÃO SE APLICA,NÃO
TROIS SOUVENIRS DE MA JEUNESSE,TRÊS LEMBRANÇAS DA MINHA JUVENTUDE,MARES FILMES EIRELI,FRANÇA,6027,"2015, 2016",NÃO SE APLICA,NÃO SE APLICA,SIM
TROLLS,TROLLS,FOX FILM DO BRASIL LTDA,ESTADOS UNIDOS,1897203,"2016, 2017",NÃO SE APLICA,NÃO SE APLICA,SIM
TROLLS BAND TOGETHER,TROLLS 3 - JUNTOS NOVAMENTE,STARK'S CINEMA E LANCHONETE LTDA.,ESTADOS UNIDOS,610,2023,NÃO SE APLICA,NÃO SE APLICA,SIM
TROLLS BAND TOGETHER,TROLLS 3 - JUNTOS NOVAMENTE,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,1509889,"2023, 2024",NÃO SE APLICA,NÃO SE APLICA,SIM
TROLLS WORLD TOUR,TROLLS 2,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,ESTADOS UNIDOS,402352,"2020, 2021",NÃO SE APLICA,NÃO SE APLICA,SIM
TROMBA TREM - O FILME,TROMBA TREM - O FILME,VITRINE FILMES LTDA,BRASIL,5108,2022,TOTAL,NÃO SE APLICA,SIM
TROPYKAOS,TROPYKAOS,PIPA NATIVA PRODUÇÃO CULTURAL LTDA,BRASIL,1752,2018,TOTAL,NÃO SE APLICA,NÃO
TRUE HISTORY OF THE KELLY GANG,A VERDADEIRA HISTORIA DE NED KELLY,A2 DISTRIBUIDORA DE FILMES LTDA EPP,AUSTRÁLIA,1404,2020,NÃO SE APLICA,NÃO SE APLICA,SIM
TRUE MOTHERS,MÃES DE VERDADE,ANTONIO FERNANDES FILMES LTDA,JAPÃO,244,2021,NÃO SE APLICA,NÃO SE APLICA,SIM
TRUMAN,TRUMAN,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,ARGENTINA,142575,"2016, 2017, 2021",NÃO SE APLICA,NÃO SE APLICA,SIM
TRUMBO,TRUMBO: LISTA NEGRA,ANTONIO FERNANDES FILMES LTDA,ESTADOS UNIDOS,42191,2016,NÃO SE APLICA,NÃO SE APLICA,SIM
TRUTH,CONSPIRAÇÃO E PODER,MARES FILMES EIRELI,AUSTRÁLIA,51400,2016,NÃO SE APLICA,NÃO SE APLICA,SIM
TRUTH OR DARE,VERDADE OU DESAFIO,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,ESTADOS UNIDOS,496726,2018,NÃO SE APLICA,NÃO SE APLICA,SIM
TRÊS REALIZADORAS PORTUGUESAS,TRÊS REALIZADORAS PORTUGUESAS,BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP,PORTUGAL,70,2021,NÃO SE APLICA,NÃO SE APLICA,SIM
TRÊS TIGRES TRISTES,TRÊS TIGRES TRISTES,OLHAR DISTRIBUICAO DE FILMES LTDA,BRASIL,725,2023,TOTAL,NÃO SE APLICA,SIM
TRÊS VERÕES,TRÊS VERÕES,VITRINE FILMES LTDA,FRANÇA,399,2020,MAJORITÁRIA,NÃO SE APLICA,SIM
TRÊS VIDAS E UM SONHO,TRÊS VIDAS E UM SONHO,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,BRASIL,37,2022,TOTAL,NÃO SE APLICA,SIM
TSÉ,TSÉ,PAGU DISTRIBUICAO DE FILMES LTDA.,BRASIL,914,2019,TOTAL,NÃO SE APLICA,SIM
TU VEUX OU TU VEUX PAS,"SEXO, AMOR E TERAPIA",MARES FILMES EIRELI,FRANÇA,15982,2015,NÃO SE APLICA,NÃO SE APLICA,SIM
TUDO ACABA EM FESTA,TUDO ACABA EM FESTA,SM DISTRIBUIDORA DE FILMES LTDA,BRASIL,30562,2018,TOTAL,NÃO SE APLICA,NÃO
TUDO O QUE VOCÊ PODIA SER,TUDO O QUE VOCÊ PODIA SER,VITRINE FILMES LTDA,BRASIL,2411,2024,TOTAL,NÃO SE APLICA,SIM
TUDO POR AMOR AO CINEMA,TUDO POR AMOR AO CINEMA,NOSSA DISTRIBUIDORA DE CONTEÚDO AUDIOVISUAL LTDA.,BRASIL,599,2015,TOTAL,NÃO SE APLICA,NÃO
TUDO POR UM POP STAR,TUDO POR UM POP STAR,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,BRASIL,1185518,"2018, 2019",TOTAL,NÃO SE APLICA,NÃO
TUDO QUE APRENDEMOS JUNTOS,TUDO QUE APRENDEMOS JUNTOS,FOX FILM DO BRASIL LTDA,BRASIL,47852,"2015, 2016",TOTAL,NÃO SE APLICA,NÃO
TUDO QUE DEUS CRIOU,TUDO QUE DEUS CRIOU,ADRIANO JOSE LIRIO DE SOUZA,BRASIL,601,2015,TOTAL,NÃO SE APLICA,SIM
TUDO QUE DEUS CRIOU,TUDO QUE DEUS CRIOU,PIPA NATIVA PRODUÇÃO CULTURAL LTDA,BRASIL,627,2015,TOTAL,NÃO SE APLICA,SIM
TUDO É IRRELEVANTE - HELIO JAGUARIBE,TUDO É IRRELEVANTE - HELIO JAGUARIBE,LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA,BRASIL,221,2018,TOTAL,NÃO SE APLICA,NÃO
TUDO É PROJETO,TUDO É PROJETO,OLÉ PRODUÇÕES LTDA,BRASIL,605,"2017, 2018",TOTAL,NÃO SE APLICA,NÃO
TUESDAY,TUESDAY - O ÚLTIMO ABRAÇO,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,7257,2024,NÃO SE APLICA,NÃO SE APLICA,SIM
TULLY,TULLY,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,35577,"2018, 2019",NÃO SE APLICA,NÃO SE APLICA,SIM
"TUNGA, O ESQUECIMENTO DAS PAIXÕES","TUNGA, O ESQUECIMENTO DAS PAIXÕES",IVAN CARLOS DE MELO PRODUÇÕES CULTURAIS,BRASIL,1782,2019,TOTAL,NÃO SE APLICA,NÃO
TUNGSTÊNIO,TUNGSTÊNIO,PAGU DISTRIBUICAO DE FILMES LTDA.,BRASIL,5737,2018,TOTAL,NÃO SE APLICA,NÃO
TUNTEMATON MESTARI,O ÚLTIMO LANCE,CINEMATOGRÁFICA DISTRIBUIDORA DE FILMES LTDA,FINLÂNDIA,3963,2019,NÃO SE APLICA,NÃO SE APLICA,SIM
TURBO,TURBO,FOX FILM DO BRASIL LTDA,ESTADOS UNIDOS,721,2014,NÃO SE APLICA,NÃO SE APLICA,SIM
TURBULÊNCIA,TURBULÊNCIA,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,BRASIL,755,2016,TOTAL,NÃO SE APLICA,SIM
TURMA DA MÔNICA - LAÇOS,TURMA DA MÔNICA - LAÇOS,SM DISTRIBUIDORA DE FILMES LTDA,BRASIL,2129138,"2019, 2020, 2021, 2022, 2023",TOTAL,NÃO SE APLICA,NÃO
TURMA DA MÔNICA JOVEM - REFLEXOS DO MEDO,TURMA DA MÔNICA JOVEM - REFLEXOS DO MEDO,WMIX DISTRIBUIDORA LTDA.,BRASIL,205375,2024,TOTAL,NÃO SE APLICA,NÃO
TURMA DA MÔNICA: LIÇÕES,TURMA DA MÔNICA: LIÇÕES,SM DISTRIBUIDORA DE FILMES LTDA,BRASIL,822617,"2021, 2022, 2023",TOTAL,NÃO SE APLICA,NÃO
TWILIGHT,CREPÚSCULO,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,77533,"2020, 2022, 2023",NÃO SE APLICA,NÃO SE APLICA,SIM
TWIST À BAMAKO,MALI TWIST,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,1129,"2022, 2023",NÃO SE APLICA,NÃO SE APLICA,SIM
TWISTERS,TWISTERS,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,622788,2024,NÃO SE APLICA,NÃO SE APLICA,SIM
TWIXT,VIRGÍNIA,CANNES PRODUÇÕES S/A,ESTADOS UNIDOS,4157,2014,NÃO SE APLICA,NÃO SE APLICA,SIM
TWO MEN IN TOWN,DOIS HOMENS CONTRA UMA CIDADE,TUCUMÁN DISTRIBUIDORA DE FILMES LTDA,ARGÉLIA,458,2015,NÃO SE APLICA,NÃO SE APLICA,SIM
TWO OF US,NÓS DUAS,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,2026,"2021, 2022",NÃO SE APLICA,NÃO SE APLICA,SIM
TWO POPES,DOIS PAPAS,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,ARGENTINA,23470,"2019, 2020",NÃO SE APLICA,NÃO SE APLICA,SIM
TWO WITCHES,DUAS BRUXAS - A HERANÇA DIABÓLICA,SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA,ESTADOS UNIDOS,10503,2023,NÃO SE APLICA,NÃO SE APLICA,SIM
TÁ ESCRITO,TÁ ESCRITO,SM DISTRIBUIDORA DE FILMES LTDA,BRASIL,55303,"2023, 2024",TOTAL,NÃO SE APLICA,NÃO
TÁ RINDO DE QUÊ?,TÁ RINDO DE QUÊ?,BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP,BRASIL,1475,2019,TOTAL,NÃO SE APLICA,NÃO
TÁR,TÁR,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,59935,"2023, 2024",NÃO SE APLICA,NÃO SE APLICA,SIM
TÔ DE GRAÇA - O FILME,TÔ DE GRAÇA - O FILME,SM DISTRIBUIDORA DE FILMES LTDA,BRASIL,192968,2024,TOTAL,NÃO SE APLICA,NÃO
TÔ RYCA!,TÔ RYCA!,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,BRASIL,1073711,2016,TOTAL,NÃO SE APLICA,NÃO
TÔ RYCA! 2,TÔ RYCA! 2,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,BRASIL,522782,2022,TOTAL,NÃO SE APLICA,NÃO
UGLYDOLLS,UGLYDOLLS,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,CHINA,98706,"2019, 2020, 2022",NÃO SE APLICA,NÃO SE APLICA,SIM
ULTIMOS DIAS EN LA HABANA,ÚLTIMOS DIAS EM HAVANA,ESFERA PRODUÇÕES CULTURAIS EIRELI,CUBA,17036,"2017, 2019",NÃO SE APLICA,NÃO SE APLICA,SIM
ULTRAJE,ULTRAJE,ELO AUDIOVISUAL SERVIÇOS LTDA,BRASIL,674,2019,TOTAL,NÃO SE APLICA,SIM
UM ANIMAL AMARELO,UM ANIMAL AMARELO,OLHAR DISTRIBUICAO DE FILMES LTDA,PORTUGAL,193,"2021, 2022",MAJORITÁRIA,ACORDO DE COPRODUÇÃO CINEMATOGRÁFICA ENTRE OS GOVERNOS DA REPÚBLICA FEDERATIVA DO BRASIL E DA REPÚBLICA PORTUGUESA,SIM
UM BROTO LEGAL,UM BROTO LEGAL,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,BRASIL,1773,"2022, 2023, 2024",TOTAL,NÃO SE APLICA,NÃO
UM CASAMENTO,UM CASAMENTO,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,BRASIL,444,"2017, 2018",TOTAL,NÃO SE APLICA,SIM
UM DIA CINCO ESTRELAS,UM DIA CINCO ESTRELAS,SM DISTRIBUIDORA DE FILMES LTDA,BRASIL,17557,2023,TOTAL,NÃO SE APLICA,NÃO
UM DIA PARA SUSANA,UM DIA PARA SUSANA,VITRINE FILMES LTDA,BRASIL,204,2019,TOTAL,NÃO SE APLICA,SIM
UM DIA QUALQUER,UM DIA QUALQUER,PIPA NATIVA PRODUÇÃO CULTURAL LTDA,BRASIL,943,2022,TOTAL,NÃO SE APLICA,NÃO
UM FILME DE CINEMA,UM FILME DE CINEMA,EMBAUBA FILMES LTDA,BRASIL,3791,2023,TOTAL,NÃO SE APLICA,NÃO
UM FILME DE CINEMA,UM FILME DE CINEMA,LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA,BRASIL,4043,"2017, 2018",TOTAL,NÃO SE APLICA,NÃO
UM FILME FRANCES,UM FILME FRANCES,LIVRES DISTRIBUIDORA DE AUDIVISUAL LTDA ME,BRASIL,152,2015,TOTAL,NÃO SE APLICA,SIM
UM HOMEM SÓ,UM HOMEM SÓ,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,BRASIL,3456,2016,TOTAL,NÃO SE APLICA,NÃO
UM JÓQUEI CEARENSE NA COREIA,UM JÓQUEI CEARENSE NA COREIA,EMBAUBA FILMES LTDA,BRASIL,342,2023,IGUALITÁRIA,NÃO SE APLICA,SIM
UM LUGAR AO SOL,UM LUGAR AO SOL,VITRINE FILMES LTDA,BRASIL,37,2017,TOTAL,NÃO SE APLICA,SIM
UM NAMORADO PARA MINHA MULHER,UM NAMORADO PARA MINHA MULHER,SM DISTRIBUIDORA DE FILMES LTDA,BRASIL,665997,2016,TOTAL,NÃO SE APLICA,NÃO
"UM POUCO DE MIM, UM POUCO DE NÓS","UM POUCO DE MIM, UM POUCO DE NÓS",PRISMA PRODUÇÕES CULTURAIS LTDA,BRASIL,149,2023,TOTAL,NÃO SE APLICA,SIM
UM SAMURAI EM SÃO PAULO,UM SAMURAI EM SÃO PAULO,ELO AUDIOVISUAL SERVIÇOS LTDA,BRASIL,517,2023,TOTAL,NÃO SE APLICA,NÃO
UM SONHO INTENSO,UM SONHO INTENSO,PAN FILMES PRODUCAO E DISTRIBUICAO LTDA,BRASIL,3380,2015,TOTAL,NÃO SE APLICA,NÃO
UM SUBURBANO SORTUDO,UM SUBURBANO SORTUDO,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,BRASIL,1070788,2016,TOTAL,NÃO SE APLICA,NÃO
UM TIO QUASE PERFEITO,UM TIO QUASE PERFEITO,H2O DISTRIBUIDORA DE FILMES LTDA,BRASIL,576794,2017,TOTAL,NÃO SE APLICA,NÃO
UM TIO QUASE PERFEITO 2,UM TIO QUASE PERFEITO 2,H2O DISTRIBUIDORA DE FILMES LTDA,BRASIL,77934,2021,TOTAL,NÃO SE APLICA,NÃO
UM TIRO NO ESCURO,UM TIRO NO ESCURO,MAGNIFICA LOCACOES LTDA,BRASIL,83,2024,TOTAL,NÃO SE APLICA,SIM
UMA,UMA,CIRCUITO CINEARTE LTDA,BRASIL,9114,"2019, 2020",MINORITÁRIA,NÃO SE APLICA,SIM
UMA BAÍA,UMA BAÍA,CINEMA BRASIL DIGITAL - ESCRITÓRIO DE PLANEJ. EMPR. AUD. LTDA,BRASIL,321,2024,TOTAL,NÃO SE APLICA,SIM
UMA CARTA PARA PAPAI NOEL,UMA CARTA PARA PAPAI NOEL,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,BRASIL,6224,"2023, 2024",TOTAL,NÃO SE APLICA,SIM
UMA DOSE VIOLENTA DE QUALQUER COISA,UMA DOSE VIOLENTA DE QUALQUER COISA,OKNA PRODUÇÕES CULTURAIS LTDA,BRASIL,2200,2014,TOTAL,NÃO SE APLICA,SIM
UMA ESPÉCIE DE FAMÍLIA,UMA ESPÉCIE DE FAMÍLIA,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,ARGENTINA,3566,2018,MINORITÁRIA,ACORDO LATINO-AMERICANO DE COPRODUÇÃO CINEMATOGRÁFICA,NÃO
UMA FADA VEIO ME VISITAR,UMA FADA VEIO ME VISITAR,WMIX DISTRIBUIDORA LTDA.,BRASIL,63560,2023,TOTAL,NÃO SE APLICA,NÃO
UMA FAMÍLIA FELIZ,UMA FAMÍLIA FELIZ,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,BRASIL,41887,2024,TOTAL,NÃO SE APLICA,NÃO
UMA GAROTA CHAMADA MARINA,UMA GAROTA CHAMADA MARINA,ESPIRAL CRIACAO E PRODUCAO CULTURAL LTDA,BRASIL,672,2020,TOTAL,NÃO SE APLICA,SIM
UMA HISTÓRIA DE AMOR ASSOMBRADO,UMA HISTÓRIA DE AMOR ASSOMBRADO,FILM CONNECTION DISTRIBUIDORA DE FILMES LTDA,BRASIL,735,2019,TOTAL,NÃO SE APLICA,NÃO
UMA LOUCURA DE MULHER,UMA LOUCURA DE MULHER,WMIX DISTRIBUIDORA LTDA.,BRASIL,103108,2016,TOTAL,NÃO SE APLICA,NÃO
UMA NOITE EM SAMPA,UMA NOITE EM SAMPA,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,BRASIL,3241,2016,TOTAL,NÃO SE APLICA,NÃO
UMA NOITE NÃO É NADA,UMA NOITE NÃO É NADA,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,BRASIL,1008,2019,TOTAL,NÃO SE APLICA,NÃO
UMA PASSAGEM PARA MÁRIO,UMA PASSAGEM PARA MÁRIO,LAURENCE PRODUÇÕES AUDIOVISUAIS LTDA EPP,BRASIL,1696,2014,TOTAL,NÃO SE APLICA,SIM
UMA PITADA DE SORTE,UMA PITADA DE SORTE,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,BRASIL,86448,2022,TOTAL,NÃO SE APLICA,NÃO
UMA QUASE DUPLA,UMA QUASE DUPLA,SM DISTRIBUIDORA DE FILMES LTDA,BRASIL,644126,"2018, 2020",TOTAL,NÃO SE APLICA,NÃO
UMA VIAGEM INESPERADA,UMA VIAGEM INESPERADA,BOULEVARD FILMES LTDA,ARGENTINA,1075,2019,MINORITÁRIA,ACORDO LATINO-AMERICANO DE COPRODUÇÃO CINEMATOGRÁFICA,NÃO
UMI YORI MO MADA FUKAKU,DEPOIS DA TEMPESTADE,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,JAPÃO,14698,"2016, 2017, 2018, 2019, 2020",NÃO SE APLICA,NÃO SE APLICA,SIM
UMIMACHI DIARY,NOSSA IRMÃ MAIS NOVA,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,JAPÃO,11548,"2016, 2018",NÃO SE APLICA,NÃO SE APLICA,SIM
UN AMOUR IMPOSSIBLE,UM AMOR IMPOSSÍVEL,A2 DISTRIBUIDORA DE FILMES LTDA EPP,BÉLGICA,13161,2019,NÃO SE APLICA,NÃO SE APLICA,SIM
UN BEAU DIMANCHE,UM BELO DOMINGO,MARES FILMES EIRELI,FRANÇA,6068,2014,NÃO SE APLICA,NÃO SE APLICA,SIM
